"ts","uid","id_orig_h","id_orig_p","id_resp_h","id_resp_p","name","addl","notice","peer"
"0.000000","-","-","-","-","-","truncated_link_header","-","F"
"1003.393465","CvtHnf1rmGwHOPL0G8","10.0.2.15","51262","104.108.166.56","80","window_recision","-","F"
"10046.937967","Cy2NVV1Ud77wA1Wqdh","10.0.2.15","51410","192.168.33.254","53","dns_unmatched_msg","-","F"
"10046.937967","Cmxwjj1F4l0PkfXLqh","10.0.2.15","65069","192.168.33.254","53","dns_unmatched_msg","-","F"
"10048.650456","CWSAf42NzuPlX7gnA4","10.0.2.15","50958","34.203.227.58","80","bad_HTTP_request","-","F"
"10048.652458","CYbD4D3AaWRd0WoyJf","10.0.2.15","50957","34.203.227.58","80","bad_HTTP_request","-","F"
"10174.734525","CXVcwg1HkMnX3i1AKj","10.0.2.15","51061","54.209.87.14","80","bad_HTTP_request","-","F"
"10174.750016","C8mALg1UqS9VfxYu57","10.0.2.15","51027","54.209.87.14","80","bad_HTTP_request","-","F"
"10269.520372","CwYzoZ3Q9sjzIJq5j8","10.0.2.15","55249","192.168.33.254","53","dns_unmatched_msg","-","F"
"10347.544454","Cb20uC15s7qFaHm9p5","10.0.2.15","58755","192.168.33.254","53","dns_unmatched_msg","-","F"
"10364.266893","CcJ8uf8FT62TX1Zz3","10.0.2.15","64462","192.168.33.254","53","dns_unmatched_msg","-","F"
"10370.307295","C9XbTe3KuGWyeS9E22","10.0.2.15","57294","192.168.33.254","53","dns_unmatched_msg","-","F"
"10400.492131","CDpqz71h63SNwPKxT2","10.0.2.15","63253","192.168.33.254","53","dns_unmatched_msg","-","F"
"10420.191843","C39xgXh3H5qMLRCtb","10.0.2.15","55361","192.168.33.254","53","dns_unmatched_msg","-","F"
"10616.181235","CisacN3wvl5efGTjC1","10.0.2.15","51652","13.32.121.13","80","window_recision","-","F"
"10683.713245","CoTFKO201iwoXuy8Hj","10.0.2.15","54348","192.168.33.254","53","dns_unmatched_msg","-","F"
"10683.713245","CWGeEMESWVX8uakn1","10.0.2.15","51615","192.168.33.254","53","dns_unmatched_msg","-","F"
"10690.767438","CU46RoQhm52L7xzGi","10.0.2.15","60213","192.168.33.254","53","dns_unmatched_msg","-","F"
"10764.386168","CYH2n52Igsf42uhHOf","10.0.2.15","60941","192.168.33.254","53","dns_unmatched_msg","-","F"
"10813.894968","CsQkRH55sNO4NNAg2","10.0.2.15","54322","192.168.33.254","53","dns_unmatched_msg","-","F"
"10813.894968","CVNaaGP30wkvXjEuc","10.0.2.15","61282","192.168.33.254","53","dns_unmatched_msg","-","F"
"1093.817902","CEqOFF2LmPDQPxvWI1","10.0.2.15","54633","192.168.33.254","53","dns_unmatched_msg","-","F"
"11133.131954","CUmMB51CuGFsaVrSQa","10.0.2.15","50145","192.168.33.254","53","dns_unmatched_msg","-","F"
"11431.106214","Cwa93IYZM0VoyTaDi","10.0.2.15","49591","192.168.33.254","53","dns_unmatched_msg","-","F"
"11431.106214","CqPeV547mLuzJ3ZXw5","10.0.2.15","55735","192.168.33.254","53","dns_unmatched_msg","-","F"
"11661.008902","CPJbibvHMyD9hNSP5","10.0.2.15","137","10.0.2.255","137","dns_unmatched_msg","-","F"
"11780.821786","CITWgM2UuT5sxbuPkc","10.0.2.15","61535","192.168.33.254","53","dns_unmatched_msg","-","F"
"11786.566862","COD8rdiy71zpGN3oc","10.0.2.15","56290","192.168.33.254","53","dns_unmatched_msg","-","F"
"11791.471740","CnuiY7FtX96j7kaWl","10.0.2.15","54672","192.168.33.254","53","dns_unmatched_msg","-","F"
"11796.982355","CkFdPU3lqM2hWL2VBf","10.0.2.15","59855","192.168.33.254","53","dns_unmatched_msg","-","F"
"11797.151361","Cjmozr1yNttMUsozeb","10.0.2.15","58669","192.168.33.254","53","dns_unmatched_msg","-","F"
"11797.427416","C02UlHAz8MUut3dye","10.0.2.15","50944","192.168.33.254","53","dns_unmatched_msg","-","F"
"11906.991537","CewBvt32rmWkKTJiic","10.0.2.15","58854","77.238.185.35","80","window_recision","-","F"
"12034.520928","CUSTJR1OmGuBplmt","10.0.2.15","53196","192.168.33.254","53","dns_unmatched_msg","-","F"
"12044.306741","CzWC4z4iRZHIlZQt91","10.0.2.15","62051","192.168.33.254","53","dns_unmatched_msg","-","F"
"12079.398663","Cznj3l2z8EeLW08Fn8","10.0.2.15","51165","192.168.33.254","53","dns_unmatched_msg","-","F"
"12503.615041","CCsrEh2R4EINEqoYlg","10.0.2.15","63089","192.168.33.254","53","dns_unmatched_msg","-","F"
"12778.030487","CpV2wg246iIMF9Lyn2","10.0.2.15","62476","192.168.33.254","53","dns_unmatched_msg","-","F"
"13044.739680","CsDGAi4oTz5pDryTR9","10.0.2.15","50842","192.168.33.254","53","dns_unmatched_msg","-","F"
"14042.249534","CMZOyi3bxgqbgIGQfl","10.0.2.15","51555","192.168.33.254","53","dns_unmatched_msg","-","F"
"14369.533251","Cl55uM1ASBk0Pc43m3","10.0.2.15","54859","192.168.33.254","53","dns_unmatched_msg","-","F"
"14392.582699","CVGtgD4N7hmi1eKGOk","10.0.2.15","49234","192.168.33.254","53","dns_unmatched_msg","-","F"
"14450.672798","C8DZPc19nocoAuI8e4","10.0.2.15","49355","192.168.33.254","53","dns_unmatched_msg","-","F"
"14598.498057","ChIuGLIUHppc8KcPf","10.0.2.15","60247","182.22.120.236","443","window_recision","-","F"
"14696.289976","Cm8BfA3UoSTm07Thce","10.0.2.15","64472","192.168.33.254","53","dns_unmatched_msg","-","F"
"149.367600","CCBK2b2XYQ6yA50Vsj","fe80::69dd:e614:2b2:dfd0","51063","ff02::1:3","5355","dns_unmatched_msg","-","F"
"149.369774","CYcDU328w8xwrd7vy2","10.0.2.15","64284","224.0.0.252","5355","dns_unmatched_msg","-","F"
"1550.454334","C8YzKIzjDhUHttNQg","10.0.2.15","54688","192.168.33.254","53","dns_unmatched_msg","-","F"
"1550.454334","CrSYUa1TbfBsp9wkHg","10.0.2.15","60376","192.168.33.254","53","dns_unmatched_msg","-","F"
"1550.454334","CQ1KK3qBauUFAOobd","10.0.2.15","51022","192.168.33.254","53","dns_unmatched_msg","-","F"
"1550.454334","CyORri24YqWH3h3dD6","10.0.2.15","63564","192.168.33.254","53","dns_unmatched_msg","-","F"
