,ts,uid,id_orig_h,id_orig_p,id_resp_h,id_resp_p,version,cipher,curve,server_name,resumed,last_alert,next_protocol,established,cert_chain_fuids,client_cert_chain_fuids,subject,issuer,client_subject,client_issuer,validation_status
75,101.604959,CXgnmuLSngpDdUlZ7,10.0.2.15,49165,216.58.207.174,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,x25519,safebrowsing.google.com,F,-,h2,T,"FAvCc48QdTHPlLubk,FAyo9IiRBwSbNk8cc,Fubwn024PTtZtbf3sa",(empty),"CN=*.google.com,O=Google Inc,L=Mountain View,ST=California,C=US","CN=Google Internet Authority G2,O=Google Inc,C=US",-,-,
